,Open,High,Low,Close
2011-12-30,1.29522,1.2996,1.29061,1.29561
2012-01-02,1.29601,1.29639,1.29226,1.29601
2012-01-03,1.29363,1.30659,1.29363,1.2941
2012-01-04,1.3054,1.30739,1.29021,1.3056
2012-01-05,1.29309,1.2943,1.27853,1.29314
2012-01-06,1.2793,1.2813,1.27041,1.27961
2012-01-09,1.26796,1.27849,1.26796,1.26804
2012-01-10,1.2776,1.28171,1.27455,1.2776
2012-01-11,1.27543,1.27884,1.2674,1.27518
2012-01-12,1.27239,1.28291,1.2701,1.27239
2012-01-13,1.28254,1.2875,1.26518,1.28205
2012-01-16,1.26485,1.2683,1.26287,1.2647
2012-01-17,1.26674,1.28036,1.26667,1.2667
2012-01-18,1.27483,1.28441,1.27372,1.2746
2012-01-19,1.28631,1.29211,1.28451,1.2866
2012-01-20,1.29616,1.29845,1.28878,1.2965
2012-01-23,1.28904,1.30451,1.28838,1.28848
2012-01-24,1.30251,1.30564,1.29582,1.30269
2012-01-25,1.30359,1.30501,1.29338,1.3041
2012-01-26,1.31074,1.31799,1.30948,1.31074
2012-01-27,1.30892,1.316,0.76057,1.30928
2012-01-30,1.32065,1.32085,1.30839,1.32079
2012-01-31,1.31389,1.32135,1.30869,1.31396
2012-02-01,1.31389,1.32135,1.3047,1.3077
2012-02-02,1.31718,1.31961,1.30929,1.317
2012-02-03,1.31354,1.31874,1.30786,1.31372
2012-02-06,1.31251,1.31285,1.30344,1.31271
2012-02-07,1.31182,1.32433,1.3094,1.31216
2012-02-08,1.32485,1.32873,1.3238,1.32485
2012-02-09,1.32503,1.3319,1.3231,1.32485
2012-02-10,1.32784,1.3289,1.31648,1.32784
2012-02-13,1.32293,1.3282,1.32111,1.32368
2012-02-14,1.31544,1.32135,1.3132,1.31579
2012-02-15,1.31297,1.31891,1.3065,1.31337
2012-02-16,1.30582,1.30582,1.29799,1.30581
2012-02-17,1.31303,1.3199,1.31168,1.31268
2012-02-20,1.32245,1.32767,1.31839,1.32272
2012-02-21,1.32048,1.3292,1.31891,1.32048
2012-02-22,1.32485,1.32638,1.32135,1.32433
2012-02-23,1.32573,1.334,1.32345,1.32557
2012-02-24,1.33743,1.34771,1.33588,1.33736
2012-02-27,1.34698,1.34698,1.33702,1.34671
2012-02-28,1.34102,1.34629,1.33958,1.34066
2012-02-29,1.34789,1.34862,1.33551,1.3478
2012-03-01,1.33262,1.3357,1.32855,1.33209
2012-03-02,1.33189,1.33316,1.31917,1.33227
2012-03-05,1.31857,1.3238,1.31623,1.31862
2012-03-06,1.3223,1.32275,1.31146,1.32258
2012-03-07,1.31201,1.31614,1.30998,1.31234
2012-03-08,1.31406,1.32723,1.3137,1.31399
2012-03-09,1.32723,1.32732,1.31076,1.32749
2012-03-12,1.31216,1.31466,1.30822,1.31251
2012-03-13,1.31718,1.31891,1.30533,1.31683
2012-03-14,1.30804,1.3089,1.30159,1.30804
2012-03-15,1.30224,1.30829,1.30049,1.30225
2012-03-16,1.30787,1.31843,1.30506,1.30787
2012-03-19,1.3177,1.32648,1.31441,1.31771
2012-03-20,1.32293,1.32494,1.31752,1.32293
2012-03-21,1.32398,1.32855,1.31827,1.32377
2012-03-22,1.32181,1.32556,1.3141,1.32188
2012-03-23,1.32048,1.32857,1.31924,1.32048
2012-03-26,1.32837,1.3337,1.31996,1.3283
2012-03-27,1.33601,1.33834,1.33218,1.33601
2012-03-28,1.3328,1.33726,1.32802,1.33287
2012-03-29,1.33262,1.33436,1.32573,1.33262
2012-03-30,1.33138,1.3369,1.33124,1.33138
2012-04-02,1.33583,1.3379,1.32805,1.33583
2012-04-03,1.33316,1.33669,1.33032,1.33333
2012-04-04,1.32238,1.32345,1.31083,1.32252
2012-04-05,1.31441,1.3166,1.30373,1.31441
2012-04-06,1.3064,1.3113,1.30548,1.30651
2012-04-09,1.30851,1.30851,1.3038,1.30791
2012-04-10,1.31113,1.31441,1.30563,1.31113
2012-04-11,1.30753,1.31536,1.30668,1.30736
2012-04-12,1.31191,1.3187,1.31039,1.31199
2012-04-13,1.31891,1.31996,1.30709,1.31891
2012-04-16,1.30565,1.30852,1.29969,1.30565
2012-04-17,1.31268,1.31648,1.30911,1.31268
2012-04-18,1.31354,1.31423,1.30601,1.31354
2012-04-19,1.31199,1.3157,1.30716,1.31199
2012-04-20,1.31441,1.32247,1.3132,1.31458
2012-04-23,1.3209,1.321,1.31079,1.32048
2012-04-24,1.31527,1.32149,1.3147,1.3152
2012-04-25,1.31961,1.32362,1.3183,1.31978
2012-04-26,1.32328,1.32595,1.32025,1.32328
2012-04-27,1.31926,1.32688,1.316,1.31909
2012-04-30,1.32415,1.32647,1.321,1.32415
2012-05-01,1.32399,1.32809,1.3206,1.32398
2012-05-02,1.32398,1.32417,1.31303,1.32398
2012-05-03,1.31492,1.31802,1.30995,1.31475
2012-05-04,1.31562,1.31759,1.30861,1.31562
2012-05-07,1.29629,1.30582,1.29629,1.29703
2012-05-08,1.30617,1.30617,1.29838,1.30617
2012-05-09,1.29929,1.30039,1.29132,1.29955
2012-05-10,1.29366,1.29785,1.29257,1.29366
2012-05-11,1.29339,1.29547,1.29091,1.29349
2012-05-14,1.29016,1.29049,1.28282,1.28999
2012-05-15,1.2832,1.28698,1.27565,1.2832
2012-05-16,1.27356,1.27583,1.2683,1.27356
2012-05-17,1.27338,1.27502,1.26695,1.27307
2012-05-18,1.26984,1.27398,1.26456,1.26984
2012-05-21,1.2773,1.28123,1.27307,1.2773
2012-05-22,1.28139,1.28139,1.27405,1.28107
2012-05-23,1.26646,1.26839,1.25701,1.26646
2012-05-24,1.25612,1.26098,1.25192,1.25612
2012-05-25,1.25376,1.25979,1.25068,1.2536
2012-05-28,1.25669,1.26187,1.25266,1.25691
2012-05-29,1.25251,1.25739,1.2475,1.25251
2012-05-30,1.24782,1.2486,1.23916,1.24782
2012-05-31,1.23747,1.24292,1.23423,1.23747
2012-06-01,1.23609,1.24467,1.2297,1.23625
2012-06-04,1.23994,1.2507,1.23885,1.24023
2012-06-05,1.25109,1.25401,1.24123,1.25094
2012-06-06,1.24626,1.25281,1.2445,1.24626
2012-06-07,1.25756,1.26215,1.25455,1.25739
2012-06-08,1.2569,1.25723,1.2444,1.25707
2012-06-11,1.26454,1.2648,1.24877,1.26454
2012-06-12,1.24782,1.25277,1.24504,1.24782
2012-06-13,1.25047,1.2606,1.24766,1.25047
2012-06-14,1.25756,1.26167,1.25436,1.25739
2012-06-15,1.26279,1.26486,1.25949,1.26279
2012-06-18,1.27049,1.27243,1.25635,1.27049
2012-06-19,1.25965,1.27,1.25723,1.25976
2012-06-20,1.26807,1.27243,1.26634,1.26807
2012-06-21,1.26823,1.2701,1.25707,1.26807
2012-06-22,1.25502,1.25813,1.25269,1.25518
2012-06-25,1.25392,1.25455,1.24751,1.25376
2012-06-26,1.2503,1.25266,1.2451,1.25047
2012-06-27,1.24875,1.25078,1.24486,1.24875
2012-06-28,1.24719,1.25235,1.24085,1.24735
2012-06-29,1.24409,1.26916,1.24363,1.24409
2012-07-02,1.26566,1.26662,1.25723,1.26552
2012-07-03,1.25797,1.26247,1.25644,1.25818
2012-07-04,1.26056,1.26072,1.25109,1.26056
2012-07-05,1.25188,1.25376,1.23657,1.25163
2012-07-06,1.23916,1.24013,1.2284,1.23916
2012-07-09,1.22714,1.23154,1.22714,1.22714
2012-07-10,1.2318,1.2332,1.22369,1.23183
2012-07-11,1.22564,1.2296,1.22333,1.22564
2012-07-12,1.22474,1.22474,1.21733,1.22472
2012-07-13,1.21907,1.22514,1.21631,1.21927
2012-07-16,1.22489,1.2274,1.21773,1.22489
2012-07-17,1.22684,1.23122,1.21921,1.22684
2012-07-18,1.22956,1.23062,1.222,1.22956
2012-07-19,1.22775,1.23216,1.2232,1.22775
2012-07-20,1.22775,1.2279,1.2148,1.22769
2012-07-23,1.21286,1.21344,1.20729,1.21271
2012-07-24,1.21243,1.2138,1.20599,1.21242
2012-07-25,1.20619,1.2167,1.20555,1.20619
2012-07-26,1.21403,1.23235,1.21212,1.21403
2012-07-27,1.22805,1.2377,1.22459,1.22805
2012-07-30,1.23031,1.23062,1.2232,1.23047
2012-07-31,1.22609,1.23249,1.22534,1.22594
2012-08-01,1.22941,1.2335,1.22818,1.22941
2012-08-02,1.22414,1.23784,1.2138,1.22414
2012-08-03,1.21803,1.23916,1.21699,1.21803
2012-08-06,1.24285,1.24285,1.23442,1.24285
2012-08-07,1.239,1.24409,1.23774,1.239
2012-08-08,1.2387,1.24008,1.23311,1.2387
2012-08-09,1.23724,1.2387,1.22699,1.23733
2012-08-10,1.22941,1.2316,1.22474,1.22941
2012-08-13,1.2276,1.23716,1.22639,1.22772
2012-08-14,1.23274,1.23854,1.2318,1.23274
2012-08-15,1.23259,1.23442,1.22677,1.23259
2012-08-16,1.22895,1.2371,1.22588,1.22895
2012-08-17,1.23579,1.23834,1.22933,1.23579
2012-08-20,1.23335,1.23684,1.2297,1.23326
2012-08-21,1.23518,1.24875,1.2348,1.23533
2012-08-22,1.24766,1.24836,1.2435,1.24766
2012-08-23,1.25345,1.2589,1.25276,1.25345
2012-08-24,1.25612,1.25675,1.24892,1.25612
2012-08-27,1.25045,1.25362,1.24916,1.25044
2012-08-28,1.25016,1.25723,1.24684,1.25016
2012-08-29,1.25723,1.25723,1.25221,1.25723
2012-08-30,1.25313,1.2564,1.24953,1.25313
2012-08-31,1.25109,1.2629,1.24969,1.25109
2012-09-03,1.2577,1.2603,1.25612,1.2577
2012-09-04,1.25865,1.26263,1.25597,1.25865
2012-09-05,1.25376,1.26215,1.25047,1.25345
2012-09-06,1.26024,1.26422,1.25644,1.26024
2012-09-07,1.26326,1.2802,1.26279,1.26326
2012-09-10,1.27959,1.28041,1.2773,1.27959
2012-09-11,1.27616,1.287,1.27603,1.27616
2012-09-12,1.28518,1.29366,1.2846,1.28518
2012-09-13,1.29032,1.29316,1.28871,1.29032
2012-09-14,1.29938,1.31681,1.29853,1.29938
2012-09-17,1.31165,1.31662,1.30879,1.31165
2012-09-18,1.31096,1.31141,1.30431,1.31101
2012-09-19,1.30463,1.30856,1.29971,1.30463
2012-09-20,1.30582,1.30599,1.29231,1.30582
2012-09-21,1.29735,1.3045,1.29618,1.29735
2012-09-24,1.2969,1.29803,1.28949,1.29685
2012-09-25,1.29416,1.29705,1.28881,1.29416
2012-09-26,1.28999,1.29132,1.28409,1.29001
2012-09-27,1.28816,1.29016,1.28366,1.28816
2012-09-28,1.29132,1.29584,1.28421,1.29132
2012-10-01,1.28067,1.29349,1.28067,1.2809
2012-10-02,1.28883,1.29592,1.28849,1.28883
2012-10-03,1.29149,1.29383,1.28816,1.29166
2012-10-04,1.29249,1.30098,1.29132,1.29232
2012-10-05,1.30157,1.30719,1.29971,1.30174
2012-10-08,1.30157,1.30157,1.29405,1.30157
2012-10-09,1.29769,1.2993,1.28684,1.29769
2012-10-10,1.28584,1.29121,1.28398,1.28584
2012-10-11,1.28601,1.29517,1.28304,1.28584
2012-10-12,1.29333,1.29904,1.29249,1.29333
2012-10-15,1.29416,1.29803,1.28982,1.29433
2012-10-16,1.29685,1.3062,1.29534,1.29685
2012-10-17,1.31079,1.31378,1.30873,1.31079
2012-10-18,1.31165,1.3129,1.30826,1.31165
2012-10-19,1.30702,1.3079,1.30161,1.30692
2012-10-22,1.30225,1.30804,1.30225,1.30225
2012-10-23,1.30702,1.30719,1.29535,1.30702
2012-10-24,1.29735,1.2999,1.29237,1.29735
2012-10-25,1.29651,1.3022,1.29441,1.29651
2012-10-26,1.29383,1.29567,1.28917,1.29383
2012-10-29,1.29232,1.29369,1.28899,1.29241
2012-10-30,1.29082,1.29836,1.28878,1.29082
2012-10-31,1.29624,1.30191,1.29473,1.29626
2012-11-01,1.29651,1.2983,1.29282,1.29651
2012-11-02,1.29483,1.2954,1.28378,1.29483
2012-11-05,1.28254,1.2843,1.27699,1.28279
2012-11-06,1.28025,1.2819,1.2768,1.28025
2012-11-07,1.2809,1.28762,1.27387,1.2808
2012-11-08,1.27556,1.2776,1.2724,1.276
2012-11-09,1.27437,1.27894,1.26934,1.27453
2012-11-12,1.27243,1.27405,1.27015,1.27239
2012-11-13,1.27097,1.2722,1.26666,1.27097
2012-11-14,1.27113,1.2758,1.27065,1.27097
2012-11-15,1.27294,1.28025,1.27201,1.27324
2012-11-16,1.27828,1.27845,1.26937,1.27845
2012-11-19,1.276,1.28185,1.27475,1.27595
2012-11-20,1.27668,1.2824,1.27668,1.27694
2012-11-21,1.28139,1.28299,1.27425,1.28144
2012-11-22,1.2865,1.2899,1.28371,1.2865
2012-11-23,1.2875,1.29685,1.28692,1.28751
2012-11-26,1.29732,1.29803,1.29467,1.2966
2012-11-27,1.29904,1.30056,1.29211,1.2987
2012-11-28,1.29383,1.294,1.28826,1.29383
2012-11-29,1.29534,1.3011,1.294,1.29534
2012-11-30,1.29735,1.30286,1.29702,1.29735
2012-12-03,1.29971,1.3076,1.29951,1.29968
2012-12-05,1.30993,1.31251,1.30635,1.30993
2012-12-06,1.30702,1.30848,1.29794,1.30702
2012-12-07,1.29634,1.2974,1.28824,1.29634
2012-12-10,1.29066,1.29426,1.28883,1.29061
2012-12-11,1.29383,1.3008,1.29299,1.29383
2012-12-12,1.30124,1.3052,1.2997,1.30132
2012-12-13,1.30668,1.3101,1.30452,1.30668
2012-12-14,1.30787,1.312,1.30685,1.30787
2012-12-17,1.31666,1.31797,1.31475,1.31659
2012-12-18,1.31648,1.32139,1.31574,1.31648
2012-12-19,1.3231,1.33069,1.32252,1.3231
2012-12-20,1.32135,1.32943,1.3206,1.32153
2012-12-21,1.3238,1.3238,1.3169,1.32377
2012-12-24,1.31822,1.32345,1.31721,1.3182
2012-12-25,1.31839,1.32031,1.3174,1.31804
2012-12-26,1.31822,1.32521,1.31752,1.31804
2012-12-27,1.32275,1.32855,1.32149,1.32258
2012-12-28,1.32485,1.32573,1.31664,1.32503
2012-12-31,1.32275,1.32345,1.3177,1.32277
2013-01-01,1.32013,1.3224,1.31959,1.32013
2013-01-02,1.31978,1.3298,1.31944,1.31978
2013-01-03,1.31839,1.31891,1.3089,1.31822
2013-01-04,1.3031,1.30638,1.30005,1.30327
2013-01-07,1.30685,1.30993,1.30206,1.30675
2013-01-08,1.31234,1.31382,1.30676,1.31251
2013-01-09,1.30839,1.3095,1.3039,1.30823
2013-01-10,1.30536,1.3216,1.3041,1.30548
2013-01-11,1.32732,1.33621,1.32521,1.32732
2013-01-14,1.33601,1.3403,1.33384,1.3362
2013-01-15,1.33779,1.33941,1.33108,1.33779
2013-01-16,1.33103,1.3327,1.32608,1.33085
2013-01-17,1.32908,1.33761,1.3271,1.32908
2013-01-18,1.33726,1.33976,1.32973,1.33726
2013-01-21,1.33191,1.33316,1.33013,1.332
2013-01-22,1.33103,1.3373,1.32718,1.33115
2013-01-23,1.33156,1.3358,1.3274,1.3314
2013-01-24,1.33085,1.33779,1.32887,1.33085
2013-01-25,1.3369,1.34791,1.33533,1.33693
2013-01-28,1.34662,1.34755,1.34276,1.3466
2013-01-29,1.34481,1.34918,1.34174,1.34463
2013-01-30,1.34916,1.3577,1.34836,1.34916
2013-01-31,1.35685,1.359,1.3544,1.35683
2013-02-01,1.3611,1.3693,1.35889,1.3611
2013-02-04,1.36472,1.36482,1.35483,1.36487
2013-02-05,1.35108,1.35691,1.34644,1.35117
2013-02-06,1.35833,1.35962,1.35024,1.35814
2013-02-07,1.35227,1.35756,1.33737,1.35239
2013-02-08,1.33854,1.3428,1.33654,1.33894
2013-02-11,1.33672,1.34111,1.33601,1.33683
2013-02-12,1.3403,1.34735,1.33683,1.34036
2013-02-13,1.34517,1.35181,1.34312,1.34521
2013-02-14,1.34445,1.34553,1.33203,1.34445
2013-02-15,1.33529,1.339,1.33094,1.33529
2013-02-18,1.33422,1.33743,1.33255,1.3344
2013-02-19,1.33494,1.3372,1.33316,1.33472
2013-02-20,1.33958,1.3434,1.33651,1.33958
2013-02-21,1.32732,1.3289,1.31717,1.32732
2013-02-22,1.31944,1.32433,1.3149,1.31944
2013-02-25,1.31944,1.3312,1.31829,1.31959
2013-02-26,1.30651,1.3116,1.302,1.30651
2013-02-27,1.30693,1.31261,1.30429,1.30659
2013-02-28,1.3151,1.316,1.30599,1.3151
2013-03-01,1.30617,1.31,1.29705,1.30599
2013-03-04,1.30174,1.30293,1.29836,1.30169
2013-03-05,1.30359,1.30736,1.30141,1.30361
2013-03-06,1.3048,1.30704,1.299,1.30485
2013-03-07,1.29786,1.31132,1.29767,1.29786
2013-03-08,1.31113,1.31343,1.296,1.31113
2013-03-11,1.29887,1.30242,1.29853,1.2988
2013-03-12,1.30324,1.3073,1.29938,1.30327
2013-03-13,1.30293,1.30651,1.29251,1.30293
2013-03-14,1.29584,1.29801,1.29128,1.29584
2013-03-15,1.30124,1.31041,1.30039,1.30124
2013-03-18,1.28982,1.29736,1.28824,1.28927
2013-03-19,1.2945,1.29651,1.28899,1.2945
2013-03-20,1.2865,1.29723,1.2865,1.28639
2013-03-21,1.294,1.29567,1.2885,1.29416
2013-03-22,1.29049,1.30039,1.28899,1.29049
2013-03-25,1.30242,1.3048,1.28674,1.30241
2013-03-26,1.28601,1.2887,1.28346,1.28584
2013-03-27,1.28604,1.28684,1.27563,1.28601
2013-03-28,1.27747,1.28452,1.27584,1.27779
2013-03-29,1.28139,1.28353,1.27949,1.28159
2013-04-01,1.28056,1.28665,1.27743,1.28057
2013-04-02,1.28502,1.28783,1.28143,1.28502
2013-04-03,1.28205,1.28634,1.27926,1.28205
2013-04-04,1.28502,1.28808,1.27498,1.28502
2013-04-05,1.29266,1.30412,1.29014,1.29282
2013-04-08,1.29921,1.3034,1.29692,1.29921
2013-04-09,1.30293,1.3098,1.30093,1.30293
2013-04-10,1.30804,1.31199,1.30565,1.30803
2013-04-11,1.30531,1.314,1.30463,1.30553
2013-04-12,1.31148,1.31268,1.30404,1.31148
2013-04-15,1.30969,1.31096,1.30562,1.30993
2013-04-16,1.30519,1.31473,1.30312,1.30547
2013-04-17,1.31787,1.31971,1.3039,1.31787
2013-04-18,1.30344,1.30878,1.30242,1.30349
2013-04-19,1.30531,1.31171,1.30514,1.30531
2013-04-22,1.30582,1.3084,1.3018,1.30557
2013-04-23,1.30599,1.30822,1.29744,1.30617
2013-04-24,1.29938,1.3031,1.2962,1.29944
2013-04-25,1.30174,1.30926,1.29933,1.30174
2013-04-26,1.30073,1.30463,1.29935,1.30073
2013-04-29,1.30429,1.31153,1.30344,1.30426
2013-04-30,1.30959,1.3186,1.30598,1.30959
2013-05-01,1.3169,1.32415,1.31621,1.31683
2013-05-02,1.31822,1.3217,1.30446,1.31822
2013-05-03,1.30651,1.3151,1.30375,1.30651
2013-05-06,1.31234,1.31389,1.30568,1.31234
2013-05-07,1.30753,1.3133,1.30685,1.30702
2013-05-08,1.3077,1.31897,1.30753,1.3077
2013-05-09,1.31614,1.3178,1.30891,1.31614
2013-05-10,1.30344,1.30514,1.29378,1.30344
2013-05-13,1.2969,1.2996,1.29442,1.29653
2013-05-14,1.29875,1.30259,1.2948,1.2988
2013-05-15,1.29369,1.2942,1.28442,1.29371
2013-05-16,1.28839,1.29274,1.28484,1.28824
2013-05-17,1.28833,1.289,1.28,1.28833
2013-05-20,1.28301,1.2877,1.28217,1.28357
2013-05-21,1.28919,1.2917,1.28451,1.28911
2013-05-22,1.29202,1.2997,1.28669,1.29191
2013-05-23,1.28439,1.2952,1.28245,1.28421
2013-05-24,1.29244,1.29901,1.29061,1.29251
2013-05-27,1.29369,1.2952,1.29166,1.29378
2013-05-28,1.29369,1.2947,1.28549,1.29339
2013-05-29,1.2847,1.2969,1.28397,1.28464
2013-05-30,1.29477,1.3061,1.29359,1.29478
2013-05-31,1.30431,1.30494,1.29468,1.30439
2013-06-03,1.29951,1.31036,1.29571,1.29965
2013-06-04,1.30729,1.30982,1.30448,1.30729
2013-06-05,1.30729,1.31121,1.30569,1.30734
2013-06-06,1.30931,1.3272,1.30762,1.30933
2013-06-07,1.32438,1.32751,1.31947,1.32456
2013-06-10,1.3224,1.32406,1.31806,1.3224
2013-06-11,1.3224,1.33161,1.31806,1.3224
2013-06-12,1.3224,1.33597,1.31806,1.3224
2013-06-13,1.33394,1.3389,1.32812,1.33396
2013-06-14,1.33676,1.3371,1.32993,1.33679
2013-06-17,1.3351,1.3361,1.33197,1.33486
2013-06-18,1.33634,1.34126,1.33285,1.33631
2013-06-19,1.3388,1.34134,1.33862,1.33899
2013-06-20,1.32874,1.33011,1.31647,1.32919
2013-06-21,1.3237,1.3254,1.31116,1.32356
2013-06-24,1.31041,1.3123,1.3063,1.31053
2013-06-25,1.31309,1.31494,1.30678,1.31323
2013-06-26,1.30804,1.30875,1.29871,1.30798
2013-06-27,1.30146,1.305,1.30043,1.30134
2013-06-28,1.30348,1.31,1.29926,1.30359
2013-07-01,1.30139,1.30657,1.30083,1.30141
2013-07-02,1.30692,1.30781,1.29949,1.30676
2013-07-03,1.29782,1.30301,1.29267,1.29789
2013-07-04,1.30091,1.3023,1.2887,1.30108
2013-07-05,1.29061,1.29081,1.2811,1.29077
2013-07-08,1.28279,1.2877,1.28132,1.28291
2013-07-09,1.287,1.28969,1.2763,1.2871
2013-07-10,1.27833,1.286,1.27672,1.27818
2013-07-11,1.31764,1.31764,1.30089,1.31877
2013-07-12,1.30979,1.3101,1.30006,1.30977
2013-07-15,1.3061,1.30811,1.29975,1.30599
2013-07-16,1.30611,1.31529,1.30545,1.30588
2013-07-17,1.3153,1.31728,1.30875,1.31511
2013-07-18,1.31163,1.31253,1.30717,1.3117
2013-07-19,1.31099,1.31493,1.30905,1.31106
2013-07-22,1.3156,1.32188,1.3145,1.316
2013-07-23,1.31903,1.3227,1.31648,1.31903
2013-07-24,1.32226,1.3255,1.31914,1.32233
2013-07-25,1.31905,1.3239,1.31684,1.31909
2013-07-26,1.3276,1.3298,1.32538,1.32742
2013-07-29,1.32866,1.3297,1.32416,1.32874
2013-07-30,1.3264,1.33002,1.32379,1.32637
2013-07-31,1.32665,1.3299,1.3218,1.32649
2013-08-01,1.33011,1.3311,1.31985,1.33014
2013-08-02,1.32127,1.3294,1.31917,1.3212
2013-08-05,1.32792,1.3302,1.32374,1.3279
2013-08-06,1.32591,1.33229,1.32474,1.32575
2013-08-07,1.33062,1.3333,1.32672,1.33081
2013-08-08,1.33383,1.3397,1.333,1.3341
2013-08-09,1.3379,1.3392,1.33349,1.33801
2013-08-12,1.33394,1.33412,1.32788,1.33394
2013-08-13,1.3294,1.33161,1.32343,1.32929
2013-08-14,1.3267,1.328,1.32395,1.32656
2013-08-15,1.32659,1.33071,1.32091,1.32642
2013-08-16,1.3351,1.338,1.33194,1.3354
2013-08-19,1.333,1.3374,1.33168,1.33291
2013-08-20,1.3336,1.34502,1.33243,1.33339
2013-08-21,1.3421,1.3427,1.33586,1.3421
2013-08-22,1.33426,1.33668,1.33018,1.33429
2013-08-23,1.33563,1.341,1.33365,1.33551
2013-08-26,1.33887,1.33921,1.33589,1.33865
2013-08-27,1.33779,1.34,1.33267,1.33792
2013-08-28,1.33921,1.33976,1.33083,1.33921
2013-08-29,1.33358,1.3341,1.32212,1.33349
2013-08-30,1.32371,1.32535,1.31792,1.32363
2013-09-02,1.32079,1.3229,1.31863,1.32083
2013-09-03,1.31903,1.3197,1.3143,1.319
2013-09-04,1.3173,1.32181,1.31609,1.3174
2013-09-05,1.3201,1.32209,1.3112,1.32006
2013-09-06,1.31192,1.3187,1.31062,1.31184
2013-09-09,1.31721,1.3263,1.31676,1.31742
2013-09-10,1.32559,1.3278,1.3232,1.3258
2013-09-11,1.32686,1.33142,1.32468,1.32663
2013-09-12,1.3315,1.33239,1.32695,1.33156
2013-09-13,1.33,1.33195,1.3257,1.32989
2013-09-16,1.33577,1.3386,1.33417,1.33593
2013-09-17,1.33348,1.337,1.33269,1.3338
2013-09-18,1.33574,1.3367,1.33399,1.33579
2013-09-19,1.35234,1.357,1.35161,1.3523
2013-09-20,1.35349,1.355,1.35,1.35342
2013-09-23,1.35338,1.3546,1.34822,1.35345
2013-09-24,1.34976,1.3518,1.3466,1.34989
2013-09-25,1.3474,1.3535,1.34631,1.34718
2013-09-26,1.3515,1.353,1.34797,1.3517
2013-09-27,1.3488,1.3566,1.34755,1.34862
2013-09-30,1.3496,1.35558,1.34805,1.34955
2013-10-01,1.3525,1.3588,1.35187,1.35252
2013-10-02,1.35239,1.36054,1.35095,1.35234
2013-10-03,1.35908,1.3646,1.35811,1.3591
2013-10-04,1.36236,1.36331,1.35811,1.36242
2013-10-07,1.35696,1.3592,1.35455,1.357
2013-10-09,1.36006,1.36006,1.35016,1.3598
2013-10-10,1.35194,1.35445,1.34895,1.35203
2013-10-11,1.3527,1.3583,1.35208,1.35267
2013-10-14,1.35562,1.3598,1.3547,1.35567
2013-10-15,1.35575,1.3575,1.34821,1.35586
2013-10-16,1.35208,1.3569,1.34756,1.35217
2013-10-17,1.35225,1.3682,1.35173,1.35225
2013-10-18,1.367,1.3704,1.36605,1.3667
2013-10-21,1.36812,1.3687,1.36533,1.36819
2013-10-22,1.3673,1.3785,1.3664,1.3676
2013-10-23,1.37809,1.37935,1.37434,1.37785
2013-10-24,1.37794,1.3823,1.37688,1.37809
2013-10-25,1.38017,1.383,1.37759,1.3804
2013-10-28,1.38061,1.38181,1.37771,1.38053
2013-10-29,1.3791,1.3814,1.3755,1.37893
2013-10-30,1.37436,1.37763,1.3734,1.37431
2013-10-31,1.37246,1.374,1.35886,1.3724
2013-11-01,1.35798,1.35801,1.34814,1.35798
2013-11-04,1.34936,1.35201,1.3445,1.3494
2013-11-05,1.35161,1.35239,1.34497,1.3517
2013-11-06,1.34729,1.3547,1.34687,1.34731
2013-11-07,1.35177,1.3531,1.33058,1.35181
2013-11-08,1.3409,1.34363,1.33213,1.34091
2013-11-11,1.33454,1.34127,1.33454,1.33479
2013-11-12,1.34088,1.3455,1.33639,1.34093
2013-11-13,1.34383,1.34541,1.33926,1.344
2013-11-14,1.34844,1.34951,1.3422,1.34896
2013-11-15,1.34477,1.35033,1.34347,1.3449
2013-11-18,1.34833,1.35421,1.34756,1.3484
2013-11-19,1.35026,1.35417,1.34904,1.35044
2013-11-20,1.3563,1.3565,1.34593,1.35674
2013-11-21,1.34336,1.34749,1.34,1.34338
2013-11-22,1.34722,1.35383,1.34635,1.34718
2013-11-25,1.35523,1.35555,1.34907,1.35523
2013-11-26,1.35331,1.35678,1.35235,1.35276
2013-11-27,1.35691,1.3613,1.35593,1.35678
2013-11-28,1.35742,1.3617,1.35659,1.35737
2013-11-29,1.36036,1.36221,1.36001,1.3604
2013-12-02,1.35866,1.36146,1.35281,1.35851
2013-12-03,1.35426,1.3594,1.35256,1.35421
2013-12-04,1.3591,1.35999,1.35303,1.35906
2013-12-05,1.3587,1.36664,1.35453,1.35864
2013-12-06,1.36709,1.3695,1.36323,1.367
2013-12-09,1.37082,1.37309,1.36951,1.37065
2013-12-10,1.3738,1.37933,1.37363,1.37402
2013-12-11,1.3766,1.3798,1.37444,1.37644
2013-12-12,1.37853,1.3805,1.37483,1.37861
2013-12-13,1.37508,1.37684,1.37108,1.37508
2013-12-16,1.37382,1.3799,1.37382,1.37393
2013-12-17,1.37618,1.37821,1.3727,1.37629
2013-12-18,1.37711,1.3781,1.37348,1.37713
2013-12-19,1.36831,1.36939,1.36511,1.36849
2013-12-20,1.3656,1.37087,1.36258,1.36558
2013-12-23,1.36788,1.3716,1.36743,1.36784
2013-12-24,1.36983,1.36986,1.36558,1.36999
2013-12-25,1.36819,1.37071,1.3664,1.36819
2013-12-26,1.36771,1.37007,1.36674,1.36685
2013-12-27,1.36956,1.38835,1.36939,1.36962
2013-12-30,1.37519,1.38116,1.373,1.37502
